Processes,Size,Latency
128,2,2.40
128,4,2.52
128,8,3.02
128,16,3.75
128,32,4.23
128,64,5.04
128,128,7.77
128,256,11.06
128,512,48.62
128,1024,50.49
128,2048,78.25
128,4096,104.46
128,8192,165.47
128,16384,199.52
128,32768,251.26
128,65536,324.91
128,131072,372.29
128,262144,922.75
128,524288,1971.58
