Processes,Size,Latency
14,16384,20.53
14,32768,34.96
14,65536,70.39
14,131072,142.39
14,262144,245.97
14,524288,564.40
14,1048576,1041.52
16,2,1.75
16,4,1.76
16,8,1.86
16,16,1.80
16,32,2.20
16,64,2.00
16,128,4.44
16,256,4.52
16,512,4.74
16,1024,6.55
16,2048,8.18
16,4096,11.82
16,8192,17.45
16,16384,22.58
16,32768,38.29
16,65536,79.19
16,131072,166.62
16,262144,258.34
16,524288,672.52
16,1048576,1200.11
18,2,2.11
18,4,2.05
18,8,2.08
18,16,2.11
18,32,2.34
18,64,2.27
18,128,4.84
18,256,4.89
18,512,5.25
18,1024,7.55
18,2048,9.32
18,4096,12.87
18,8192,19.62
18,16384,26.16
18,32768,45.16
18,65536,88.74
18,131072,187.72
18,262144,375.54
18,524288,752.24
18,1048576,1266.75
20,2,2.18
20,4,2.21
20,8,2.24
20,16,2.33
20,32,2.36
20,64,2.33
20,128,5.01
20,256,5.30
20,512,5.62
20,1024,8.21
20,2048,10.03
20,4096,13.82
20,8192,21.62
20,16384,28.55
20,32768,47.47
20,65536,101.75
20,131072,207.30
20,262144,412.48
20,524288,849.76
20,1048576,1532.29
22,2,2.32
22,4,2.33
22,8,2.24
22,16,2.28
22,32,2.53
22,64,2.42
22,128,5.51
22,256,5.67
22,512,6.03
22,1024,8.51
22,2048,10.63
22,4096,14.85
22,8192,22.72
22,16384,31.22
22,32768,53.32
22,65536,110.73
22,131072,228.28
22,262144,360.46
22,524288,804.56
22,1048576,1606.95
24,2,2.48
24,4,2.48
24,8,2.51
24,16,2.53
24,32,2.77
24,64,2.66
24,128,5.92
24,256,6.07
24,512,6.51
24,1024,9.43
24,2048,11.48
24,4096,16.14
24,8192,24.41
24,16384,34.01
24,32768,58.94
24,65536,122.63
24,131072,255.32
24,262144,497.75
24,524288,964.26
24,1048576,1923.47
26,2,2.20
26,4,2.32
26,8,2.23
26,16,2.21
26,32,2.51
26,64,2.51
26,128,5.96
26,256,6.29
26,512,6.61
26,1024,9.68
26,2048,12.16
26,4096,16.99
26,8192,26.05
26,16384,31.86
26,32768,56.17
26,65536,114.06
26,131072,236.26
26,262144,470.68
26,524288,924.49
26,1048576,1846.19
28,2,2.26
28,4,2.38
28,8,2.28
28,16,2.31
28,32,2.58
28,64,2.54
28,128,6.26
28,256,6.34
28,512,6.90
28,1024,10.02
28,2048,12.96
28,4096,18.13
28,8192,28.26
28,16384,31.57
28,32768,51.49
28,65536,111.03
28,131072,218.59
28,262144,455.41
28,524288,877.30
28,1048576,1738.48
30,2,2.32
30,4,2.37
30,8,2.33
30,16,2.29
30,32,2.57
30,64,2.54
30,128,6.25
30,256,6.65
30,512,7.19
30,1024,10.43
30,2048,13.16
30,4096,18.72
30,8192,28.72
30,16384,28.48
30,32768,51.60
30,65536,101.34
30,131072,212.98
30,262144,434.43
30,524288,883.19
30,1048576,1659.07
32,2,3.35
32,4,3.57
32,8,3.35
32,16,3.34
32,32,3.69
32,64,3.74
32,128,7.78
32,256,7.92
32,512,8.53
32,1024,12.04
32,2048,14.95
32,4096,20.83
32,8192,31.63
32,16384,29.40
32,32768,48.93
32,65536,99.72
32,131072,215.76
32,262144,436.58
32,524288,827.89
32,1048576,1611.60
34,2,5.36
34,4,5.24
34,8,5.11
34,16,5.30
34,32,5.41
34,64,5.43
34,128,9.62
34,256,9.92
34,512,10.43
34,1024,13.92
34,2048,16.94
34,4096,23.05
34,8192,34.40
34,16384,31.36
34,32768,51.54
34,65536,103.34
34,131072,211.85
34,262144,431.65
34,524288,841.83
34,1048576,1458.85
36,2,5.41
36,4,5.04
36,8,5.00
36,16,5.13
36,32,5.32
36,64,5.36
36,128,9.66
36,256,10.08
36,512,10.64
36,1024,14.08
36,2048,17.49
36,4096,23.60
36,8192,35.38
36,16384,31.79
36,32768,51.69
36,65536,103.63
36,131072,211.53
36,262144,353.53
36,524288,858.61
36,1048576,1669.28
38,2,5.26
38,4,5.20
38,8,5.09
38,16,5.09
38,32,5.33
38,64,5.44
38,128,9.87
38,256,10.16
38,512,10.71
38,1024,14.39
38,2048,17.89
38,4096,24.53
38,8192,37.26
38,16384,31.31
38,32768,52.70
38,65536,102.97
38,131072,217.02
38,262144,348.00
38,524288,845.96
38,1048576,1683.98
40,2,5.28
40,4,5.17
40,8,5.13
40,16,5.21
40,32,5.29
40,64,5.58
40,128,10.45
40,256,10.55
40,512,10.97
40,1024,14.66
40,2048,18.85
40,4096,25.42
40,8192,37.40
40,16384,31.20
40,32768,52.03
40,65536,103.69
40,131072,224.76
40,262144,440.44
40,524288,870.57
40,1048576,1581.21
42,2,5.25
42,4,5.13
42,8,5.13
42,16,5.18
42,32,5.40
42,64,5.56
42,128,10.10
42,256,10.65
42,512,11.10
42,1024,15.01
42,2048,18.76
42,4096,25.39
42,8192,38.65
42,16384,32.06
42,32768,52.20
42,65536,104.98
42,131072,229.00
42,262144,453.35
42,524288,893.61
42,1048576,1664.61
44,2,5.29
44,4,5.09
44,8,5.09
44,16,5.15
44,32,5.41
44,64,5.48
44,128,10.23
44,256,10.79
44,512,11.11
44,1024,14.94
44,2048,18.94
44,4096,26.63
44,8192,40.75
44,16384,31.22
44,32768,54.22
44,65536,104.79
44,131072,237.02
44,262144,477.70
44,524288,949.85
44,1048576,1820.38
46,2,5.56
46,4,5.25
46,8,5.22
46,16,5.18
46,32,5.80
46,64,5.54
46,128,10.53
46,256,10.85
46,512,11.41
46,1024,15.30
46,2048,19.37
46,4096,27.37
46,8192,40.40
46,16384,31.84
46,32768,55.03
46,65536,108.39
46,131072,248.17
46,262144,493.78
46,524288,987.70
46,1048576,1821.62
48,2,5.49
48,4,5.29
48,8,5.21
48,16,5.28
48,32,5.50
48,64,5.70
48,128,10.49
48,256,11.05
48,512,11.65
48,1024,15.53
48,2048,19.79
48,4096,28.40
48,8192,41.91
48,16384,33.08
48,32768,56.53
48,65536,111.60
48,131072,256.73
48,262144,506.80
48,524288,1016.57
48,1048576,1850.12
